transaction_id,timestamp,customer_id,account_id,transaction_type,transaction_amount,currency,merchant_name,merchant_category,transaction_status,fraud_flag,payment_method,location,foreign_transaction,transaction_fee
741f140f-4410-47a4-ba78-214ba9ee6c6f,2024-07-13 07:52:24,388a8ebc-5f82-4f96-ae26-cedf27ceb031,b2d49006-c142-4ef0-a566-7da984704b4b,debit,959.44,AUD,Davis and Sons,retail,pending,False,credit_card,"North James, Latvia",True,35.0
5cde6d33-0b5e-4b6e-a0b8-e4c96d2c4977,2024-01-08 19:08:43,ecd4cd07-f8bd-4757-acfb-180d0ea9014d,0697ccc2-1a29-4132-b016-74b53d505023,withdrawal,2978.61,AUD,Diaz Inc,groceries,pending,True,debit_card,"Maldonadomouth, Kenya",True,15.59
9482b59e-17c8-4a1f-9927-d286705b056b,2024-03-24 11:01:39,31d3eebb-b765-4f15-bc08-fa5599cfb284,2465b3ab-460f-4b98-9deb-40dbce632db4,transfer,2713.66,AUD,Harvey LLC,groceries,completed,True,wire_transfer,"Reidburgh, Mayotte",False,42.61
aab39d1b-9d1a-4f2d-b76d-a75e16df3fe9,2024-04-14 11:55:19,7d7179fb-3228-432f-84ef-e106339b4c10,3bd573da-29b1-4e15-8b1d-a157fbe9bb3b,transfer,614.07,AUD,Fowler-Underwood,utilities,failed,True,credit_card,"Robinhaven, Philippines",True,30.08
6f55f70a-cc34-4208-b3d9-83692c0654d4,2024-03-16 12:12:33,d79d84ca-9fe5-4e43-b375-8864f76a31a6,2da72e05-d606-48ed-ada9-9b6f841a59f1,credit,1421.87,AUD,Andrews-Peters,utilities,completed,False,debit_card,"Michaelfort, Micronesia",False,40.4
7a9903c9-adc2-4057-8ea8-50d5249a26e9,2024-09-03 14:45:05,95becc58-2722-4a29-acd6-0b3c674814f1,899e432e-135d-4566-b1d7-5fa26aeef475,debit,778.77,AUD,Small and Sons,dining,failed,True,wire_transfer,"Amandabury, United Arab Emirates",False,3.82
b798f131-3a8d-4dca-9456-4fdef931289b,2024-02-02 22:13:35,2e037b70-f2b2-4070-8820-f0099f8fd89e,aace377e-3f57-4bec-ba2f-f640474d42d5,withdrawal,3400.24,AUD,"Bates, Foster and Edwards",groceries,failed,True,wire_transfer,"Jenniferton, Grenada",True,20.58
f45eea49-a837-4227-8c32-1cff5098cd68,2024-03-15 02:22:15,2544e6ee-ee1d-4167-9c43-f6288e9a6557,bb7a2f0b-800d-44c7-a9dc-b1ba74402be7,credit,3740.04,AUD,"Lyons, Dawson and Green",utilities,failed,False,debit_card,"Shieldsmouth, Solomon Islands",False,22.76
fb28fa3f-b200-47e0-b422-7be17bd97659,2024-03-16 13:16:09,6c0f9dfc-9d02-4dff-889e-aecbf3032bbf,ec387c29-5835-4218-853a-b8f4b07ed156,deposit,2941.66,AUD,"Christensen, Avery and Adams",retail,pending,True,credit_card,"Erinmouth, India",True,4.59
5336eab4-eb47-4f90-9ece-38444d149868,2024-06-09 10:19:23,9fb97094-4b5f-48b3-8f1c-81e19704ea23,194ccb47-8b5a-4a2b-8011-eefb83cf5262,deposit,4429.13,AUD,"Clayton, Martin and Johnson",groceries,completed,True,credit_card,"Smithstad, Martinique",False,27.11
d4009a36-3bec-40a1-9614-815d573ee600,2024-06-13 03:52:31,813b61c3-92fc-4d38-8eab-290e2ec8f1af,195d1da3-acc2-49aa-8eae-8c964919eaba,deposit,2614.48,AUD,Mueller-Martinez,dining,pending,True,debit_card,"Port Christy, Niger",True,31.17
e2b7654e-b6e4-440e-ace2-7e04fb5b896c,2024-08-24 16:27:40,66b2977f-f261-4483-a858-8d643e22f295,afd09f9b-0531-45e5-897f-259805a722b5,credit,2768.57,AUD,Warren Inc,utilities,pending,False,debit_card,"Gregoryshire, Belgium",False,17.48
a65671d1-ead8-417b-a3fc-d64a29688a26,2024-05-09 08:04:32,7fe974aa-6575-4c0d-a22b-35f59cd8389e,1ae8ba63-3ff8-4ab6-ae91-e6a11ba925bc,transfer,3764.92,AUD,Hawkins-Summers,groceries,pending,True,wire_transfer,"East Amber, Burkina Faso",True,42.05
224f9ecc-36fc-4067-8f86-a367f9e83a7f,2024-07-11 15:19:16,57f9f1b5-d8fb-4dae-b8b6-813d4446a991,55c28c4b-5243-43d9-87f4-04af34570bbf,withdrawal,513.67,AUD,Rivera Group,retail,pending,True,debit_card,"New Karen, Equatorial Guinea",True,17.68
f19bffa9-af00-4b80-9d46-aa744a5fd363,2024-06-29 11:28:35,23c9d99c-ecfe-4496-b224-eec7cee931b9,ac8c62c7-6ec9-40bd-a2e3-d9aceb276fcb,credit,102.09,AUD,"Newman, Bowen and Welch",groceries,pending,True,wire_transfer,"New Ryantown, Faroe Islands",False,13.92
ee203363-bda7-4a24-a36e-40fe3c785de9,2024-03-03 16:17:59,7b662ba0-146c-4001-8e69-649c00e8b565,49c31e89-b18f-462b-b413-c8dd759fed76,deposit,3365.78,AUD,"Bailey, Harrison and Green",utilities,failed,False,wire_transfer,"Perkinston, Montserrat",False,30.0
8f710517-165a-432d-84c1-e3ced7d1ce17,2024-04-18 12:10:26,e594ddbc-bf7b-4bad-bc56-af6215051995,e6fc9f64-5e03-4d5f-8b04-242b172b086e,deposit,515.84,AUD,"Acevedo, Daniels and Macdonald",utilities,failed,True,credit_card,"Bryanshire, Venezuela",True,5.3
54a863eb-4c10-42e5-b0d7-013900b28408,2024-08-16 19:25:03,b68cd41a-bd19-4e18-9eaa-206c4645eb2c,b2b0b552-89ce-401d-be37-4c854b3f5476,debit,2265.2,AUD,Meyer LLC,groceries,pending,False,debit_card,"Veronicamouth, Liechtenstein",True,41.72
55b5564d-00ee-4501-8409-2f8c6f59f1eb,2024-04-28 03:28:10,85785bbb-b98a-444c-bb09-baeb19eba7a3,40415967-ef64-4f95-a142-191472853d87,transfer,3812.9,AUD,Carter Inc,groceries,completed,True,wire_transfer,"North Stacy, South Africa",True,6.46
aebca7d2-edb2-4e6e-bb20-ea6952a09719,2024-06-06 21:45:42,caba69ef-6d73-4189-932b-469109b44654,9aa57495-c56f-430c-90bf-8217590eee87,debit,3239.45,AUD,Strong PLC,dining,pending,True,credit_card,"Reesestad, Montenegro",True,38.2
c2b742c2-143b-462e-a84a-6abf4c7607ba,2024-06-10 07:14:04,ff602e81-8a00-45ff-a3e6-54637171ed30,ceba6a2a-ef59-48b6-a19c-52dc6b7b0730,credit,1141.41,AUD,Hill LLC,dining,completed,True,debit_card,"West Scottburgh, Syrian Arab Republic",False,19.8
5ae929d6-5174-4cc6-99bc-8bcb132b91a7,2024-07-12 10:58:35,70515643-09e3-4777-b7b4-a98881de89ad,a5e11667-1f50-4e35-80a9-aa2733e175d3,withdrawal,1105.99,AUD,"Clark, Garcia and Wolfe",utilities,failed,True,wire_transfer,"Jeffreyberg, Japan",False,18.19
1f368594-5565-456a-b479-72ce4e32bc5a,2024-08-30 14:56:39,e3282fb6-a6c3-4573-8e18-728e6c78216f,d511f6e4-2af9-4d76-aee6-b4cc2fce03b0,deposit,2688.14,AUD,Miles-Allen,utilities,failed,False,debit_card,"Lake Kellyview, Peru",False,6.03
bc347aa7-0bfe-472e-9d74-7f045681e319,2024-08-27 20:31:10,9608ec56-dc42-450c-a0cc-aac1f9412595,9f52250d-2c4c-435f-b56f-584b6e7f9dbd,transfer,461.33,AUD,Walton-Taylor,groceries,failed,False,credit_card,"Jenniferville, Saint Pierre and Miquelon",True,0.93
01178c21-6d5e-4295-b273-9871e73f9e8f,2024-08-07 22:06:42,19de89f8-4a2e-40a0-9ebd-2be2e4af21d4,d013f390-9c44-484f-9236-e3800a6537db,deposit,35.31,AUD,Carroll Group,utilities,pending,False,wire_transfer,"Crystalview, Anguilla",False,44.55
198cdeef-1f3e-46f1-aca5-988ed909fc58,2024-07-30 17:47:41,e3ad778a-1e06-48fd-a41c-f9127ac20b27,5d43f56d-4fbd-494a-a996-a9e58526a4d6,transfer,4308.79,AUD,Terry PLC,utilities,completed,False,debit_card,"East Douglasfort, Tokelau",False,28.89
1e54beef-9de6-4443-99d6-dea4e6419924,2024-08-31 12:31:31,cc9d24e8-92e5-4c06-b9bf-7923ae1f76da,c09b76d0-14ba-4765-8682-8388468bb880,debit,2987.43,AUD,"Manning, Pena and Cline",retail,completed,True,wire_transfer,"Port Kellytown, Bahamas",True,21.35
92259b1c-502f-4580-b137-ba7a78b8dcc2,2024-01-09 00:59:01,c8df235e-b7bf-44ad-8628-019ac4c82399,263f1d39-1938-49a0-a657-5fa58a5a27b5,deposit,215.08,AUD,"Larsen, Guzman and Davila",groceries,completed,False,wire_transfer,"Brandystad, Switzerland",True,44.85
d973e50a-1a0f-4f42-bcca-daeddac19d08,2024-03-06 15:56:59,29f8f93b-f307-49d9-a6a5-cc40c66612e8,b01f83b8-8726-4dc7-8bbf-a3a8fe67e39c,deposit,3257.67,AUD,Thompson-Rodriguez,retail,pending,False,credit_card,"South Rebecca, Singapore",False,10.11
52f2e5d7-c355-4d81-8e46-95b88849a613,2024-05-29 10:38:15,aab87ce2-35a5-4b42-9887-98e20effd34d,c6c81975-08a6-40d1-94f3-6fcf2e99ff63,transfer,1757.28,AUD,Johnston-White,dining,completed,False,debit_card,"Danaview, Central African Republic",True,41.15
9af4b952-b266-45a2-8840-3234aea74aaf,2024-02-05 12:48:05,7e962398-a58c-4fdf-aa77-0af5a0b3b7c1,6e970bed-e62d-4c8b-8dae-2f60b67af539,credit,1748.43,AUD,Nguyen and Sons,retail,failed,True,credit_card,"Nicolehaven, Tunisia",False,11.76
a6540a74-9078-4e3f-83e4-334fc3663c72,2024-07-10 21:55:29,a8f972a4-fd28-4666-8919-4b4591481413,162d57dc-b05f-49ea-aa5e-05f0cd212a2a,credit,2783.08,AUD,Compton Group,retail,pending,False,wire_transfer,"North Tinaberg, Cote d'Ivoire",False,17.38
a1429c85-888c-4f0e-a6b1-d35aacb8b373,2024-09-17 13:19:15,81d0450f-14a7-4b59-803b-49340aa81f81,9ac4858f-a24c-40ee-a9bf-9037deeeb200,deposit,19.11,AUD,Murphy Ltd,dining,pending,True,wire_transfer,"Philipborough, Korea",True,3.98
7098ae27-4149-40e8-9bb6-f225c5f8d77a,2024-03-17 13:29:25,d3b4beb3-ac9d-4dc9-a978-318ece788848,8daf770d-d579-46e3-9d0f-f5111059cead,deposit,1811.94,AUD,Thomas Inc,retail,completed,False,wire_transfer,"Romerofort, Estonia",False,4.17
de28c9ac-15bb-4a78-a41b-8f4be5c69630,2024-08-21 05:44:52,e245210d-ba6a-495d-851b-52f8c92ea795,af0a2fbe-eeae-4c73-b800-3f1d82cd82ca,transfer,2988.65,AUD,"Kidd, Clarke and Knight",groceries,pending,True,credit_card,"North Nicholeborough, Jamaica",True,34.46
9a13acef-26bd-4f89-b48b-74476013f5a2,2024-06-24 01:33:06,8fe78217-839d-401e-bd55-55366f1fcd92,714ed103-21e7-4dc5-ac7f-f183018d53c6,transfer,3730.91,AUD,Bradley-Walsh,utilities,completed,False,credit_card,"North Ericfurt, Niger",True,24.26
7cfdca6a-d172-475c-a56b-0d2a177b8768,2024-09-17 03:53:55,a3a79079-699a-4e3b-978c-a56ee6c2a7d2,1f1313c5-4491-413c-a9be-11a0167b1e60,transfer,2604.77,AUD,"Kelly, Lynn and Graham",groceries,completed,False,debit_card,"Allentown, New Caledonia",True,28.81
a1aec171-8f16-4166-b44e-5276712b44da,2024-04-20 21:26:35,79f60c8f-bc51-496b-ba6f-1b54260d0951,3b04ea29-4c08-4749-9387-dca259a157e4,transfer,3362.55,AUD,"Ross, Schneider and Elliott",retail,failed,True,debit_card,"Donaldstad, Saint Barthelemy",False,46.79
68d0fa40-6a9e-4da6-9b19-bb0dade315f7,2024-03-20 00:56:37,3875f794-fec7-4971-a5d8-1eb7e2ca6e9f,36d5c906-df30-4653-8958-6440670ae4cd,deposit,2995.16,AUD,Chandler Ltd,dining,completed,True,wire_transfer,"Staceyview, Jersey",True,4.5
64fac5fe-9824-42f2-8ba4-1326e428a908,2024-06-23 01:29:28,9866cab9-8109-438a-841e-70519f46f05c,8012f931-435d-4609-995e-b0d0156059cb,transfer,4353.15,AUD,Boyle LLC,dining,pending,True,credit_card,"Port Melindaborough, Netherlands",True,45.31
b210c66e-7930-40e5-aeda-afd3f6374bb8,2024-04-18 02:13:29,819b12f7-c02e-43ec-9d3c-f8922877f30b,3be3b413-db5e-4903-886b-33fdc64392b5,debit,782.42,AUD,Mcconnell-Clark,groceries,completed,False,debit_card,"Browntown, Western Sahara",True,24.6
10ec0597-9257-46cc-b0bc-a6cc8314257e,2024-03-11 14:35:18,24b4f5bb-8777-4d38-8df0-1eb9ceb53950,c65d9c3a-1f4c-4eab-9191-62734d16a2c0,transfer,733.77,AUD,Snow Inc,retail,failed,False,credit_card,"Port Marytown, Togo",True,10.43
d942f4ad-9536-4713-bf39-51abea3fcf5b,2024-08-03 18:48:57,ee6ca759-721f-4a72-a18a-dfc8fdf21e5a,6a691779-0122-46c0-b51b-aac94a894899,transfer,2454.45,AUD,"Bailey, Schmidt and Mitchell",groceries,pending,False,credit_card,"South Barbara, Burundi",False,45.82
ef5f4311-a16e-48f9-bb4d-3520d149f352,2024-03-09 22:36:26,d116eb90-8820-4dbe-8f80-b6da3d5e342b,87a30e6c-d721-498f-a011-0d645080aebc,withdrawal,1410.25,AUD,"Miller, Barron and Smith",utilities,completed,False,debit_card,"South Rebeccabury, Finland",True,48.08
9d5ac5a3-4bb8-4beb-b46e-f26bff0b49cc,2024-03-07 21:24:20,30a79e12-a6fe-47dd-a066-9bb8ea0db4db,8102cd70-635b-48a7-8b4f-cd5bbe14ed43,transfer,2841.14,AUD,Booth-Patterson,utilities,failed,True,wire_transfer,"Derrickview, Chile",True,3.21
003910ab-e881-4ca2-b772-2e39e237fdf0,2024-03-12 16:40:33,dc9b4b24-6480-442e-8482-915ff1309fdc,a3d2d90a-7e4f-402b-b6a9-da07dc487ad1,credit,3358.34,AUD,Brewer-Bennett,utilities,pending,False,debit_card,"Danielfort, Algeria",False,43.17
8595c77b-3703-4da0-bde4-c0539aea096a,2024-05-02 21:50:08,dd04da4d-4a64-4052-a750-05aa40b3b5b4,a504a561-39e1-4d70-9045-0cad6e5a8464,transfer,4659.04,AUD,"Atkinson, Tucker and Miller",groceries,completed,True,debit_card,"Lake Allentown, Egypt",True,9.83
96be394d-43b5-4df9-975a-e0c3bc0c5131,2024-03-25 23:32:08,6a3a69d2-43f0-4bee-8204-3186979e940c,83b44ca2-7c3b-4ab9-ab06-089ec2ca6d86,deposit,1002.39,AUD,Osborne-Smith,retail,failed,False,credit_card,"Port Amyhaven, Latvia",True,34.55
c3e3ddf1-3216-48e8-91ca-9908e91f2987,2024-03-05 12:21:53,69624a35-be45-4c91-919d-eeba3a4516ef,2a5eb58c-3c8e-472b-869a-5d2e84fc15d7,debit,2686.49,AUD,"Gregory, Anthony and Walker",groceries,completed,True,wire_transfer,"West Taylorfurt, Togo",False,41.64
02efdffa-bde0-474f-a9f2-3e4d9719bf45,2024-07-26 14:59:25,2f8e8d96-5540-4385-b120-cefb5cce24fd,2839c1af-dd36-4148-9723-6bc1d24da285,transfer,3415.04,AUD,"May, Coleman and Wheeler",groceries,completed,False,wire_transfer,"Lake Jessica, South Georgia and the South Sandwich Islands",True,12.05
d583fb54-cf90-4560-84a7-57c7bcea2a17,2024-01-18 10:08:21,162633df-e4aa-4393-9b83-e6907330fbfb,dfd27483-7bc8-4bf3-b3b9-bb8746d8f223,deposit,2505.86,AUD,Fernandez Group,dining,completed,True,debit_card,"Hensleyside, Macao",False,19.25
b6037b46-7631-479c-9190-555a9d45b629,2024-03-18 11:13:50,8985d921-3fd6-49ad-a0f9-34786ee33762,ec0b46b6-750c-4408-bfef-394bf38b1c33,debit,2212.24,AUD,Jones PLC,groceries,completed,True,credit_card,"East Joshua, Swaziland",False,31.87
d0b3cc67-3c67-493f-91ee-73f975930300,2024-04-29 03:42:43,92feb0a9-0283-4d8e-8dac-b52b822db499,321ffcf0-31f3-48d7-9b20-9e1b8a72e02c,withdrawal,3586.26,AUD,Gilbert and Sons,utilities,completed,True,credit_card,"New Nichole, Moldova",True,49.98
b6fd5514-e3ed-4957-be0d-881d9b49b23a,2024-03-15 13:38:02,9f36f51b-fc11-4d21-9594-9c50ce747f3d,530cc109-8aa8-4734-a541-420e74ad50df,deposit,3148.72,AUD,Beard PLC,dining,pending,False,wire_transfer,"Lake Brian, Tonga",True,7.65
b6b35a76-e678-4b7d-8491-7f0c7a327592,2024-04-12 17:04:22,b3ff8d1e-879c-4973-be0e-d7e03e1a8692,1138048a-0d29-4e57-9a9d-7aeb188a1392,transfer,1483.44,AUD,Perry-Vincent,dining,pending,False,credit_card,"South Ricardohaven, Liberia",False,40.45
810a03a2-ae6a-4971-b1ab-8c009d3101f5,2024-05-04 19:14:22,77b4ee7d-3ed4-4aa5-9fc4-8737a95f069b,029de239-3053-4983-8898-a8f3b35c0ac9,deposit,1533.4,AUD,Jackson-Reed,retail,pending,True,credit_card,"Debrastad, Mozambique",False,16.79
45acf7dd-6779-45c5-83e3-e090feea9d4e,2024-06-27 08:16:18,695f55b0-524b-4d50-a353-64ebaa6af149,f76e3e30-72f6-4473-b8ab-850bc29dfc5d,credit,3871.54,AUD,Jackson Inc,retail,completed,False,debit_card,"West Jason, Guinea-Bissau",True,0.56
d6907816-58e6-4cfe-b8cd-11462b884048,2024-09-13 02:21:03,cdba7f73-9ca7-4a1c-90cc-451efa3dd4f3,ad95b7a0-153b-4895-b1dd-d6a15838d983,debit,3280.93,AUD,Gomez-Johnston,utilities,pending,True,wire_transfer,"Patrickstad, Uruguay",False,6.28
7b077c0a-eb4b-41d4-bde9-f811b0b9abeb,2024-04-15 22:01:18,cad26342-ab84-4c27-917a-78bc154edbca,0bf4de7e-4a97-496b-aacd-566e6b4136b1,deposit,2324.92,AUD,"Miller, Mercado and Lowe",dining,failed,True,wire_transfer,"Port Sharon, El Salvador",False,16.71
7eced130-827a-49b4-8238-cdb3dce8b074,2024-08-13 23:00:42,24eeb71a-f636-4b97-8a63-ce8850c3b227,e600731e-91a5-4d50-bdfd-076cd353b78a,withdrawal,1116.05,AUD,Reese-Mccullough,groceries,pending,False,wire_transfer,"Cohenberg, Marshall Islands",False,14.24
54c4d147-71de-47e1-8899-73f67f159efc,2024-02-04 13:08:13,441e72c6-6f58-439f-8595-0bbf9816c377,8000e1a8-c13e-4b63-8063-e96eee889baa,credit,1398.1,AUD,Parker-Howell,retail,pending,False,credit_card,"New Richardstad, Djibouti",True,18.98
81b785ed-faa5-41fb-8e04-196252c82f9f,2024-07-15 16:26:09,8cb78b42-3181-4497-a560-8de642c02f90,b27712a8-a862-4526-ab54-f87ab83530e0,credit,989.69,AUD,"Phelps, Gregory and Nguyen",dining,failed,True,credit_card,"Washingtonton, Malawi",True,14.34
742535b9-7bfa-4e21-b47d-5f63586b13aa,2024-05-29 22:03:11,23916eaf-2cfa-4e3c-bb72-b95cbd03d7cd,f2018eec-1b92-48ae-bcb3-95d5204ff4dd,transfer,3483.29,AUD,Thompson-Brown,groceries,pending,False,wire_transfer,"Port Daltonfurt, Niue",False,42.39
e34719b6-df27-4db6-80b5-cdd012f4d700,2024-05-26 19:34:14,19f753de-8ef0-40fe-95ae-01e546a119b3,606e84bf-5478-4399-99b4-3528b2a4c43c,withdrawal,4792.84,AUD,Watson-Fleming,utilities,pending,False,debit_card,"East Patriciaborough, Cape Verde",False,10.83
55003747-6d35-405b-ac6a-e8b98fc28107,2024-09-13 09:25:50,13f14fa7-02a4-4a1e-b229-6060d72872d9,f33d2455-ec45-4ade-9515-4a0cab502ec6,withdrawal,692.57,AUD,"Gray, Bird and Wilkinson",utilities,failed,False,credit_card,"Joechester, Belgium",False,16.74
a8e35346-2549-4eef-b768-ff8b2f9ae423,2024-05-18 05:06:11,3cdc68fa-e67f-461a-81fe-e012d2818c70,f2c90f51-d614-472a-b3ba-8fbbbb433371,transfer,3993.47,AUD,Evans-Morgan,groceries,completed,True,wire_transfer,"New Ashley, Kiribati",True,14.37
a762aef8-3d71-4f27-9dda-2b38136be2c0,2024-07-20 16:15:32,a61e0495-a845-41ee-ab72-537ee227e7c8,d7bc870f-9047-4112-a32f-892fed8fc6a2,deposit,530.41,AUD,Nicholson and Sons,utilities,failed,True,wire_transfer,"South Alejandro, Mozambique",False,45.81
8ac79143-9b40-4b1f-bcf4-06cf52bec378,2024-04-13 07:04:45,3e5223c8-ca84-4ba9-906c-f093e0ec644b,9e9a1335-55ca-46f0-b7b5-16408b20c213,withdrawal,2596.42,AUD,"Mcmahon, Golden and Adkins",retail,completed,False,credit_card,"Maryshire, Palestinian Territory",True,40.09
dc3de2d8-4c47-4e2a-a02e-eba63e1164cb,2024-03-17 13:35:14,9dcd2ff4-42fe-4450-abc2-600834812d5f,3d768443-4b96-445a-a6ba-21bd3979b2cd,transfer,4961.08,AUD,Miller LLC,dining,pending,True,debit_card,"Beltranport, Kazakhstan",False,34.45
0a2366e8-4e42-4614-a93f-5a7ee7edb73a,2024-05-14 10:09:22,b4ef6603-55a3-45d6-b80d-bd43091b3f0e,7513477f-eb7f-42ee-9556-a2dc083e82eb,deposit,4555.54,AUD,Villegas-Stephenson,retail,pending,False,wire_transfer,"New Ryan, Bhutan",False,48.34
f09e8e72-309e-4bdb-969b-1d56c73c48cf,2024-05-02 06:59:07,e76a64cb-9400-4be0-beb8-176994e88e91,02d668c9-a3b2-4a35-ab8d-7e620e06b2ab,deposit,1340.29,AUD,Walker Inc,dining,completed,False,wire_transfer,"West Emily, Sri Lanka",False,32.95
0bf24034-03b5-41bd-9ffe-72752c134514,2024-04-26 11:59:19,8f069198-1180-430e-9e86-b66ef1eaf645,4ab2e9a5-2ad3-463b-a1f7-68a7c894fefb,withdrawal,1910.35,AUD,"Salas, Mathews and Campos",groceries,failed,False,wire_transfer,"South Sheila, Myanmar",False,41.3
78558fdf-a41f-4c78-8b89-c18f1c50d2a5,2024-04-19 04:54:52,6603149b-d59c-4b8a-ae78-7b5617895348,6af0f2fc-6178-4c5f-87db-1a00421c09f6,debit,2913.35,AUD,Dean-Foster,retail,completed,False,credit_card,"West Robert, Mali",True,43.05
3e6fade7-8852-4297-a145-5180817fcaf9,2024-05-30 02:57:25,00534705-0257-4575-9648-8d1215946866,19439b3d-386a-4d7f-a356-96b33d4365ae,deposit,2066.07,AUD,Norris-Thomas,utilities,completed,True,credit_card,"West Sabrina, Saint Helena",True,1.38
2c7c0fb8-f8e7-4a10-b2c4-c7d6eb202b52,2024-06-03 16:11:58,48f1324f-4993-4637-941d-9f13d86b4aa3,ec741dd8-c827-4c6b-b25b-b090e03dfaa5,withdrawal,1704.25,AUD,Webb Inc,groceries,failed,True,debit_card,"New Michellebury, Iran",True,48.75
ae3e3b5d-09d2-47bf-9b60-df8751073722,2024-06-04 05:41:59,740b7a8f-0850-4c5a-b13e-edcf5d8b5f6f,d747044f-358f-4c34-941a-acdf01f624a0,credit,926.49,AUD,Myers Group,groceries,pending,True,wire_transfer,"Hintontown, Rwanda",True,23.53
4f79c4e9-ba44-4b4e-9f62-9ec777db5b7e,2024-08-17 02:38:14,9342eed5-8075-452a-a300-e688705c540c,62193a62-1eb5-4494-b0b4-a0298c30332d,credit,3433.28,AUD,"Bates, Johnson and Archer",groceries,completed,True,wire_transfer,"Melissabury, Venezuela",False,7.37
133ad327-6d7e-43d3-84e3-7d9beb8c0ce2,2024-08-03 10:27:33,fb838c24-c419-4ca0-85b5-edc6fd7d3759,7e933371-047e-4e55-9714-474eba5ad4f3,withdrawal,3842.03,AUD,"Jacobs, Gibbs and Fry",groceries,pending,False,wire_transfer,"Ericshire, Uzbekistan",True,48.17
b924b989-3d6e-4db8-8554-0753d3bc4094,2024-01-19 08:58:27,0d831fc5-70fe-42f5-ab42-2622c69eabee,43b3593d-88e7-45a4-8707-e0d33f9cbd5a,transfer,2612.67,AUD,Holland PLC,retail,completed,True,credit_card,"East Katelyntown, Uzbekistan",True,26.32
7e8f25cf-bc31-4491-ae50-2159a7a6ae1c,2024-07-05 12:18:15,55987395-6d96-48ed-97e2-edf92de191fd,6c04365a-81a3-4814-ac21-cad2d76d6afb,transfer,1022.38,AUD,Brown Inc,retail,completed,True,wire_transfer,"East Brett, Finland",True,5.61
52294284-a5bb-45b6-8a40-7a52d9752770,2024-08-06 18:03:40,7cc464cb-036e-4e5d-82a1-89b418b89f53,dbca817f-0c8b-416d-88c1-002d41a2318f,credit,3064.68,AUD,Lamb Inc,groceries,pending,True,wire_transfer,"South Andrewfurt, Faroe Islands",True,10.03
